Local Authority,Specimen date,Cases (new),Cumulative cases,"Cumulative incidence per 100,000 population",Testing episodes (new),Cumulative testing episodes
Merthyr Tydfil,07/08/2020,0,580,961.4,57,6445
Merthyr Tydfil,06/08/2020,0,580,961.4,23,6388
Merthyr Tydfil,05/08/2020,1,580,961.4,39,6365
Merthyr Tydfil,04/08/2020,0,579,959.8,44,6326
Merthyr Tydfil,03/08/2020,0,579,959.8,79,6282
Merthyr Tydfil,02/08/2020,0,579,959.8,13,6203
Merthyr Tydfil,01/08/2020,0,579,959.8,22,6190
Merthyr Tydfil,31/07/2020,0,579,959.8,72,6168
Merthyr Tydfil,30/07/2020,1,579,959.8,84,6096
Merthyr Tydfil,29/07/2020,0,578,958.1,64,6012
Merthyr Tydfil,28/07/2020,0,578,958.1,77,5948
Merthyr Tydfil,27/07/2020,1,578,958.1,52,5871
Merthyr Tydfil,26/07/2020,1,577,956.5,21,5819
Merthyr Tydfil,25/07/2020,0,576,954.8,24,5798
Merthyr Tydfil,24/07/2020,0,576,954.8,167,5774
Merthyr Tydfil,23/07/2020,0,576,954.8,17,5607
Merthyr Tydfil,22/07/2020,0,576,954.8,109,5590
Merthyr Tydfil,21/07/2020,0,576,954.8,85,5481
Merthyr Tydfil,20/07/2020,1,576,954.8,58,5396
Merthyr Tydfil,19/07/2020,0,575,953.2,17,5338
Merthyr Tydfil,18/07/2020,0,575,953.2,26,5321
Merthyr Tydfil,17/07/2020,1,575,953.2,47,5295
Merthyr Tydfil,16/07/2020,2,574,951.5,103,5248
Merthyr Tydfil,15/07/2020,0,572,948.2,38,5145
Merthyr Tydfil,14/07/2020,0,572,948.2,47,5107
Merthyr Tydfil,13/07/2020,1,572,948.2,45,5060
Merthyr Tydfil,12/07/2020,0,571,946.5,38,5015
Merthyr Tydfil,11/07/2020,0,571,946.5,24,4977
Merthyr Tydfil,10/07/2020,1,571,946.5,42,4953
Merthyr Tydfil,09/07/2020,2,570,944.9,31,4911
Merthyr Tydfil,08/07/2020,1,568,941.6,74,4880
Merthyr Tydfil,07/07/2020,0,567,939.9,103,4806
Merthyr Tydfil,06/07/2020,0,567,939.9,59,4703
Merthyr Tydfil,05/07/2020,0,567,939.9,44,4644
Merthyr Tydfil,04/07/2020,0,567,939.9,33,4600
Merthyr Tydfil,03/07/2020,0,567,939.9,87,4567
Merthyr Tydfil,02/07/2020,1,567,939.9,89,4480
Merthyr Tydfil,01/07/2020,1,566,938.2,89,4391
Merthyr Tydfil,30/06/2020,1,565,936.6,106,4302
Merthyr Tydfil,29/06/2020,5,564,934.9,78,4196
Merthyr Tydfil,28/06/2020,2,559,926.6,22,4118
Merthyr Tydfil,27/06/2020,107,557,923.3,740,4096
Merthyr Tydfil,26/06/2020,2,450,745.9,49,3356
Merthyr Tydfil,25/06/2020,1,448,742.6,41,3307
Merthyr Tydfil,24/06/2020,0,447,741,56,3266
Merthyr Tydfil,23/06/2020,0,447,741,43,3210
Merthyr Tydfil,22/06/2020,1,447,741,39,3167
Merthyr Tydfil,21/06/2020,2,446,739.3,17,3128
Merthyr Tydfil,20/06/2020,1,444,736,26,3111
Merthyr Tydfil,19/06/2020,2,443,734.3,43,3085
Merthyr Tydfil,18/06/2020,0,441,731,38,3042
Merthyr Tydfil,17/06/2020,0,441,731,32,3004
Merthyr Tydfil,16/06/2020,1,441,731,55,2972
Merthyr Tydfil,15/06/2020,0,440,729.4,42,2917
Merthyr Tydfil,14/06/2020,1,440,729.4,34,2875
Merthyr Tydfil,13/06/2020,2,439,727.7,40,2841
Merthyr Tydfil,12/06/2020,0,437,724.4,74,2801
Merthyr Tydfil,11/06/2020,3,437,724.4,48,2727
Merthyr Tydfil,10/06/2020,1,434,719.4,60,2679
Merthyr Tydfil,09/06/2020,0,433,717.8,63,2619
Merthyr Tydfil,08/06/2020,3,433,717.8,47,2556
Merthyr Tydfil,07/06/2020,2,430,712.8,43,2509
Merthyr Tydfil,06/06/2020,0,428,709.5,49,2466
Merthyr Tydfil,05/06/2020,5,428,709.5,135,2417
Merthyr Tydfil,04/06/2020,2,423,701.2,120,2282
Merthyr Tydfil,03/06/2020,3,421,697.9,33,2162
Merthyr Tydfil,02/06/2020,2,418,692.9,95,2129
Merthyr Tydfil,01/06/2020,0,416,689.6,38,2034
Merthyr Tydfil,31/05/2020,0,416,689.6,31,1996
Merthyr Tydfil,30/05/2020,1,416,689.6,23,1965
Merthyr Tydfil,29/05/2020,2,415,687.9,24,1942
Merthyr Tydfil,28/05/2020,4,413,684.6,29,1918
Merthyr Tydfil,27/05/2020,2,409,678,80,1889
Merthyr Tydfil,26/05/2020,3,407,674.7,78,1809
Merthyr Tydfil,25/05/2020,10,404,669.7,50,1731
Merthyr Tydfil,24/05/2020,2,394,653.1,45,1681
Merthyr Tydfil,23/05/2020,5,392,649.8,64,1636
Merthyr Tydfil,22/05/2020,6,387,641.5,85,1572
Merthyr Tydfil,21/05/2020,3,381,631.6,54,1487
Merthyr Tydfil,20/05/2020,8,378,626.6,50,1433
Merthyr Tydfil,19/05/2020,14,370,613.3,45,1383
Merthyr Tydfil,18/05/2020,7,356,590.1,30,1338
Merthyr Tydfil,17/05/2020,4,349,578.5,22,1308
Merthyr Tydfil,16/05/2020,6,345,571.9,43,1286
Merthyr Tydfil,15/05/2020,8,339,561.9,52,1243
Merthyr Tydfil,14/05/2020,1,331,548.7,26,1191
Merthyr Tydfil,13/05/2020,3,330,547,27,1165
Merthyr Tydfil,12/05/2020,6,327,542.1,43,1138
Merthyr Tydfil,11/05/2020,2,321,532.1,12,1095
Merthyr Tydfil,10/05/2020,0,319,528.8,10,1083
Merthyr Tydfil,09/05/2020,1,319,528.8,13,1073
Merthyr Tydfil,08/05/2020,5,318,527.1,27,1060
Merthyr Tydfil,07/05/2020,4,313,518.8,51,1033
Merthyr Tydfil,06/05/2020,6,309,512.2,23,982
Merthyr Tydfil,05/05/2020,7,303,502.3,67,959
Merthyr Tydfil,04/05/2020,5,296,490.7,29,892
Merthyr Tydfil,03/05/2020,5,291,482.4,17,863
Merthyr Tydfil,02/05/2020,5,286,474.1,33,846
Merthyr Tydfil,01/05/2020,11,281,465.8,49,813
Merthyr Tydfil,30/04/2020,2,270,447.6,22,764
Merthyr Tydfil,29/04/2020,9,268,444.3,24,742
Merthyr Tydfil,28/04/2020,9,259,429.3,28,718
Merthyr Tydfil,27/04/2020,8,250,414.4,25,690
Merthyr Tydfil,26/04/2020,4,242,401.2,12,665
Merthyr Tydfil,25/04/2020,3,238,394.5,15,653
Merthyr Tydfil,24/04/2020,3,235,389.6,20,638
Merthyr Tydfil,23/04/2020,8,232,384.6,28,618
Merthyr Tydfil,22/04/2020,7,224,371.3,24,590
Merthyr Tydfil,21/04/2020,11,217,359.7,36,566
Merthyr Tydfil,20/04/2020,7,206,341.5,19,530
Merthyr Tydfil,19/04/2020,3,199,329.9,11,511
Merthyr Tydfil,18/04/2020,5,196,324.9,12,500
Merthyr Tydfil,17/04/2020,14,191,316.6,30,488
Merthyr Tydfil,16/04/2020,15,177,293.4,28,458
Merthyr Tydfil,15/04/2020,18,162,268.5,32,430
Merthyr Tydfil,14/04/2020,6,144,238.7,13,398
Merthyr Tydfil,13/04/2020,2,138,228.8,7,385
Merthyr Tydfil,12/04/2020,7,136,225.4,14,378
Merthyr Tydfil,11/04/2020,4,129,213.8,9,364
Merthyr Tydfil,10/04/2020,4,125,207.2,11,355
Merthyr Tydfil,09/04/2020,9,121,200.6,20,344
Merthyr Tydfil,08/04/2020,10,112,185.7,26,324
Merthyr Tydfil,07/04/2020,14,102,169.1,20,298
Merthyr Tydfil,06/04/2020,12,88,145.9,17,278
Merthyr Tydfil,05/04/2020,8,76,126,13,261
Merthyr Tydfil,04/04/2020,3,68,112.7,12,248
Merthyr Tydfil,03/04/2020,7,65,107.7,22,236
Merthyr Tydfil,02/04/2020,6,58,96.1,12,214
Merthyr Tydfil,01/04/2020,10,52,86.2,28,202
Merthyr Tydfil,31/03/2020,3,42,69.6,5,174
Merthyr Tydfil,30/03/2020,9,39,64.6,24,169
Merthyr Tydfil,29/03/2020,5,30,49.7,10,145
Merthyr Tydfil,28/03/2020,2,25,41.4,8,135
Merthyr Tydfil,27/03/2020,5,23,38.1,15,127
Merthyr Tydfil,26/03/2020,5,18,29.8,22,112
Merthyr Tydfil,25/03/2020,6,13,21.5,15,90
Merthyr Tydfil,24/03/2020,2,7,11.6,16,75
Merthyr Tydfil,23/03/2020,1,5,8.3,3,59
Merthyr Tydfil,22/03/2020,0,4,6.6,9,56
Merthyr Tydfil,21/03/2020,1,4,6.6,7,47
Merthyr Tydfil,20/03/2020,0,3,5,6,40
Merthyr Tydfil,19/03/2020,1,3,5,7,34
Merthyr Tydfil,18/03/2020,0,2,3.3,1,27
Merthyr Tydfil,17/03/2020,0,2,3.3,2,26
Merthyr Tydfil,16/03/2020,2,2,3.3,6,24
Merthyr Tydfil,15/03/2020,0,0,0,4,18
Merthyr Tydfil,14/03/2020,0,0,0,1,14
Merthyr Tydfil,13/03/2020,0,0,0,0,13
Merthyr Tydfil,12/03/2020,0,0,0,3,13
Merthyr Tydfil,11/03/2020,0,0,0,2,10
Merthyr Tydfil,10/03/2020,0,0,0,0,8
Merthyr Tydfil,09/03/2020,0,0,0,0,8
Merthyr Tydfil,08/03/2020,0,0,0,0,8
Merthyr Tydfil,07/03/2020,0,0,0,0,8
Merthyr Tydfil,06/03/2020,0,0,0,0,8
Merthyr Tydfil,05/03/2020,0,0,0,2,8
Merthyr Tydfil,04/03/2020,0,0,0,1,6
Merthyr Tydfil,03/03/2020,0,0,0,0,5
Merthyr Tydfil,02/03/2020,0,0,0,2,5
Merthyr Tydfil,01/03/2020,0,0,0,0,3
Merthyr Tydfil,29/02/2020,0,0,0,0,3
Merthyr Tydfil,28/02/2020,0,0,0,1,3
Merthyr Tydfil,27/02/2020,0,0,0,2,2
Merthyr Tydfil,26/02/2020,0,0,0,0,0
Merthyr Tydfil,25/02/2020,0,0,0,0,0
Merthyr Tydfil,24/02/2020,0,0,0,0,0
Merthyr Tydfil,23/02/2020,0,0,0,0,0
Merthyr Tydfil,22/02/2020,0,0,0,0,0
Merthyr Tydfil,21/02/2020,0,0,0,0,0
Merthyr Tydfil,20/02/2020,0,0,0,0,0
Merthyr Tydfil,19/02/2020,0,0,0,0,0
Merthyr Tydfil,18/02/2020,0,0,0,0,0
Merthyr Tydfil,17/02/2020,0,0,0,0,0
Merthyr Tydfil,16/02/2020,0,0,0,0,0
Merthyr Tydfil,15/02/2020,0,0,0,0,0
Merthyr Tydfil,14/02/2020,0,0,0,0,0
Merthyr Tydfil,13/02/2020,0,0,0,0,0
Merthyr Tydfil,12/02/2020,0,0,0,0,0
Merthyr Tydfil,11/02/2020,0,0,0,0,0
Merthyr Tydfil,10/02/2020,0,0,0,0,0
Merthyr Tydfil,09/02/2020,0,0,0,0,0
Merthyr Tydfil,08/02/2020,0,0,0,0,0
Merthyr Tydfil,07/02/2020,0,0,0,0,0
Merthyr Tydfil,06/02/2020,0,0,0,0,0
Merthyr Tydfil,05/02/2020,0,0,0,0,0
Merthyr Tydfil,04/02/2020,0,0,0,0,0
Merthyr Tydfil,03/02/2020,0,0,0,0,0
Monmouthshire,16/10/2020,0,547,578.3,1,14211
Monmouthshire,15/10/2020,1,547,578.3,16,14210
Monmouthshire,14/10/2020,9,546,577.2,74,14194
Monmouthshire,13/10/2020,9,537,567.7,118,14120
Monmouthshire,12/10/2020,11,528,558.2,159,14002
Monmouthshire,11/10/2020,9,517,546.6,94,13843
Monmouthshire,10/10/2020,5,508,537.1,78,13749
Monmouthshire,09/10/2020,10,503,531.8,104,13671
Monmouthshire,08/10/2020,8,493,521.2,148,13567
Monmouthshire,07/10/2020,11,485,512.7,211,13419
Monmouthshire,06/10/2020,4,474,501.1,248,13208
Monmouthshire,05/10/2020,4,470,496.9,151,12960
Monmouthshire,04/10/2020,3,466,492.7,100,12809
Monmouthshire,03/10/2020,8,463,489.5,77,12709
Monmouthshire,02/10/2020,5,455,481,153,12632
Monmouthshire,01/10/2020,5,450,475.7,110,12479
Monmouthshire,30/09/2020,8,445,470.5,168,12369
Monmouthshire,29/09/2020,1,437,462,134,12201
Monmouthshire,28/09/2020,4,436,460.9,207,12067
Monmouthshire,27/09/2020,3,432,456.7,69,11860
Monmouthshire,26/09/2020,5,429,453.5,86,11791
Monmouthshire,25/09/2020,4,424,448.3,153,11705
Monmouthshire,24/09/2020,2,420,444,111,11552
Monmouthshire,23/09/2020,1,418,441.9,248,11441
Monmouthshire,22/09/2020,3,417,440.8,151,11193
Monmouthshire,21/09/2020,0,414,437.7,154,11042
Monmouthshire,20/09/2020,1,414,437.7,108,10888
Monmouthshire,19/09/2020,2,413,436.6,80,10780
Monmouthshire,18/09/2020,2,411,434.5,201,10700
Monmouthshire,17/09/2020,2,409,432.4,140,10499
Monmouthshire,16/09/2020,3,407,430.3,141,10359
Monmouthshire,15/09/2020,1,404,427.1,158,10218
Monmouthshire,14/09/2020,1,403,426,136,10060
Monmouthshire,13/09/2020,2,402,425,97,9924
Monmouthshire,12/09/2020,0,400,422.9,107,9827
Monmouthshire,11/09/2020,1,400,422.9,107,9720
Monmouthshire,10/09/2020,0,399,421.8,161,9613
Monmouthshire,09/09/2020,1,399,421.8,300,9452
Monmouthshire,08/09/2020,0,398,420.8,121,9152
Monmouthshire,07/09/2020,1,398,420.8,137,9031
Monmouthshire,06/09/2020,1,397,419.7,61,8894
Monmouthshire,05/09/2020,0,396,418.6,68,8833
Monmouthshire,04/09/2020,1,396,418.6,93,8765
Monmouthshire,03/09/2020,1,395,417.6,114,8672
Monmouthshire,02/09/2020,0,394,416.5,82,8558
Monmouthshire,01/09/2020,0,394,416.5,147,8476
Monmouthshire,31/08/2020,0,394,416.5,61,8329
Monmouthshire,30/08/2020,0,394,416.5,48,8268
Monmouthshire,29/08/2020,0,394,416.5,44,8220
Monmouthshire,28/08/2020,0,394,416.5,98,8176
Monmouthshire,27/08/2020,1,394,416.5,129,8078
Monmouthshire,26/08/2020,1,393,415.5,171,7949
Monmouthshire,25/08/2020,3,392,414.4,70,7778
Monmouthshire,24/08/2020,0,389,411.2,166,7708
Monmouthshire,23/08/2020,1,389,411.2,58,7542
Monmouthshire,22/08/2020,0,388,410.2,37,7484
Monmouthshire,21/08/2020,1,388,410.2,75,7447
Monmouthshire,20/08/2020,0,387,409.1,71,7372
Monmouthshire,19/08/2020,0,387,409.1,61,7301
Monmouthshire,18/08/2020,0,387,409.1,51,7240
Monmouthshire,17/08/2020,0,387,409.1,104,7189
Monmouthshire,16/08/2020,0,387,409.1,38,7085
Monmouthshire,15/08/2020,0,387,409.1,31,7047
Monmouthshire,14/08/2020,0,387,409.1,91,7016
Monmouthshire,13/08/2020,1,387,409.1,82,6925
Monmouthshire,12/08/2020,0,386,408.1,81,6843
Monmouthshire,11/08/2020,0,386,408.1,112,6762
Monmouthshire,10/08/2020,0,386,408.1,99,6650
Monmouthshire,09/08/2020,0,386,408.1,17,6551
Monmouthshire,08/08/2020,0,386,408.1,32,6534
Monmouthshire,07/08/2020,0,386,408.1,42,6502
Monmouthshire,06/08/2020,0,386,408.1,70,6460
Monmouthshire,05/08/2020,2,386,408.1,153,6390
Monmouthshire,04/08/2020,0,384,406,70,6237
Monmouthshire,03/08/2020,0,384,406,91,6167
Monmouthshire,02/08/2020,0,384,406,32,6076
Monmouthshire,01/08/2020,0,384,406,29,6044
Monmouthshire,31/07/2020,0,384,406,87,6015
Monmouthshire,30/07/2020,2,384,406,110,5928
Monmouthshire,29/07/2020,0,382,403.8,93,5818
Monmouthshire,28/07/2020,0,382,403.8,85,5725
Monmouthshire,27/07/2020,1,382,403.8,76,5640
Monmouthshire,26/07/2020,0,381,402.8,20,5564
Monmouthshire,25/07/2020,0,381,402.8,43,5544
Monmouthshire,24/07/2020,0,381,402.8,53,5501
Monmouthshire,23/07/2020,0,381,402.8,68,5448
Monmouthshire,22/07/2020,2,381,402.8,111,5380
Monmouthshire,21/07/2020,0,379,400.7,66,5269
Monmouthshire,20/07/2020,0,379,400.7,78,5203
Monmouthshire,19/07/2020,2,379,400.7,13,5125
Monmouthshire,18/07/2020,0,377,398.6,29,5112
Monmouthshire,17/07/2020,0,377,398.6,83,5083
Monmouthshire,16/07/2020,0,377,398.6,92,5000
Monmouthshire,15/07/2020,1,377,398.6,148,4908
Monmouthshire,14/07/2020,1,376,397.5,98,4760
Monmouthshire,13/07/2020,1,375,396.4,146,4662
Monmouthshire,12/07/2020,0,374,395.4,23,4516
Monmouthshire,11/07/2020,1,374,395.4,33,4493
Monmouthshire,10/07/2020,1,373,394.3,66,4460
Monmouthshire,09/07/2020,0,372,393.3,52,4394
Monmouthshire,08/07/2020,0,372,393.3,100,4342
Monmouthshire,07/07/2020,0,372,393.3,57,4242
Monmouthshire,06/07/2020,0,372,393.3,63,4185
Monmouthshire,05/07/2020,0,372,393.3,13,4122
Monmouthshire,04/07/2020,0,372,393.3,43,4109
Monmouthshire,03/07/2020,0,372,393.3,55,4066
Monmouthshire,02/07/2020,0,372,393.3,63,4011
Monmouthshire,01/07/2020,0,372,393.3,71,3948
Monmouthshire,30/06/2020,0,372,393.3,50,3877
Monmouthshire,29/06/2020,0,372,393.3,66,3827
Monmouthshire,28/06/2020,0,372,393.3,18,3761
Monmouthshire,27/06/2020,0,372,393.3,22,3743
Monmouthshire,26/06/2020,0,372,393.3,74,3721
Monmouthshire,25/06/2020,0,372,393.3,47,3647
Monmouthshire,24/06/2020,3,372,393.3,71,3600
Monmouthshire,23/06/2020,0,369,390.1,51,3529
Monmouthshire,22/06/2020,0,369,390.1,51,3478
Monmouthshire,21/06/2020,0,369,390.1,53,3427
Monmouthshire,20/06/2020,0,369,390.1,33,3374
Monmouthshire,19/06/2020,1,369,390.1,43,3341
Monmouthshire,18/06/2020,0,368,389,53,3298
Monmouthshire,17/06/2020,1,368,389,55,3245
Monmouthshire,16/06/2020,1,367,388,46,3190
Monmouthshire,15/06/2020,1,366,386.9,65,3144
Monmouthshire,14/06/2020,1,365,385.9,98,3079
Monmouthshire,13/06/2020,0,364,384.8,29,2981
Monmouthshire,12/06/2020,0,364,384.8,88,2952
Monmouthshire,11/06/2020,0,364,384.8,30,2864
Monmouthshire,10/06/2020,0,364,384.8,54,2834
Monmouthshire,09/06/2020,0,364,384.8,104,2780
Monmouthshire,08/06/2020,1,364,384.8,60,2676
Monmouthshire,07/06/2020,0,363,383.8,21,2616
Monmouthshire,06/06/2020,0,363,383.8,83,2595
Monmouthshire,05/06/2020,3,363,383.8,56,2512
Monmouthshire,04/06/2020,0,360,380.6,46,2456
Monmouthshire,03/06/2020,1,360,380.6,67,2410
Monmouthshire,02/06/2020,1,359,379.5,61,2343
Monmouthshire,01/06/2020,0,358,378.5,44,2282
Monmouthshire,31/05/2020,2,358,378.5,31,2238
Monmouthshire,30/05/2020,0,356,376.4,62,2207
Monmouthshire,29/05/2020,2,356,376.4,130,2145
Monmouthshire,28/05/2020,0,354,374.2,38,2015
Monmouthshire,27/05/2020,1,354,374.2,56,1977
Monmouthshire,26/05/2020,0,353,373.2,71,1921
Monmouthshire,25/05/2020,4,353,373.2,148,1850
Monmouthshire,24/05/2020,3,349,369,37,1702
Monmouthshire,23/05/2020,1,346,365.8,33,1665
Monmouthshire,22/05/2020,5,345,364.7,33,1632
Monmouthshire,21/05/2020,4,340,359.4,30,1599
Monmouthshire,20/05/2020,0,336,355.2,31,1569
Monmouthshire,19/05/2020,1,336,355.2,48,1538
Monmouthshire,18/05/2020,17,335,354.2,50,1490
Monmouthshire,17/05/2020,7,318,336.2,20,1440
Monmouthshire,16/05/2020,1,311,328.8,41,1420
Monmouthshire,15/05/2020,3,310,327.7,79,1379
Monmouthshire,14/05/2020,0,307,324.6,30,1300
Monmouthshire,13/05/2020,10,307,324.6,41,1270
Monmouthshire,12/05/2020,3,297,314,17,1229
Monmouthshire,11/05/2020,2,294,310.8,12,1212
Monmouthshire,10/05/2020,1,292,308.7,10,1200
Monmouthshire,09/05/2020,0,291,307.6,21,1190
Monmouthshire,08/05/2020,1,291,307.6,24,1169
Monmouthshire,07/05/2020,9,290,306.6,59,1145
Monmouthshire,06/05/2020,1,281,297.1,19,1086
Monmouthshire,05/05/2020,2,280,296,42,1067
Monmouthshire,04/05/2020,3,278,293.9,26,1025
Monmouthshire,03/05/2020,4,275,290.7,28,999
Monmouthshire,02/05/2020,19,271,286.5,58,971
Monmouthshire,01/05/2020,1,252,266.4,41,913
Monmouthshire,30/04/2020,4,251,265.4,31,872
Monmouthshire,29/04/2020,4,247,261.1,31,841
Monmouthshire,28/04/2020,7,243,256.9,24,810
Monmouthshire,27/04/2020,3,236,249.5,27,786
Monmouthshire,26/04/2020,0,233,246.3,4,759
Monmouthshire,25/04/2020,2,233,246.3,11,755
Monmouthshire,24/04/2020,2,231,244.2,19,744
Monmouthshire,23/04/2020,1,229,242.1,8,725
Monmouthshire,22/04/2020,5,228,241,25,717
Monmouthshire,21/04/2020,3,223,235.8,19,692
Monmouthshire,20/04/2020,2,220,232.6,24,673
Monmouthshire,19/04/2020,4,218,230.5,8,649
Monmouthshire,18/04/2020,2,214,226.2,16,641
Monmouthshire,17/04/2020,5,212,224.1,19,625
Monmouthshire,16/04/2020,6,207,218.8,20,606
Monmouthshire,15/04/2020,6,201,212.5,21,586
Monmouthshire,14/04/2020,5,195,206.2,14,565
Monmouthshire,13/04/2020,6,190,200.9,12,551
Monmouthshire,12/04/2020,3,184,194.5,9,539
Monmouthshire,11/04/2020,3,181,191.4,6,530
Monmouthshire,10/04/2020,8,178,188.2,22,524
Monmouthshire,09/04/2020,14,170,179.7,18,502
Monmouthshire,08/04/2020,13,156,164.9,26,484
Monmouthshire,07/04/2020,5,143,151.2,15,458
Monmouthshire,06/04/2020,10,138,145.9,31,443
Monmouthshire,05/04/2020,6,128,135.3,9,412
Monmouthshire,04/04/2020,10,122,129,20,403
Monmouthshire,03/04/2020,7,112,118.4,18,383
Monmouthshire,02/04/2020,6,105,111,21,365
Monmouthshire,01/04/2020,6,99,104.7,25,344
Monmouthshire,31/03/2020,3,93,98.3,17,319
Monmouthshire,30/03/2020,11,90,95.1,23,302
Monmouthshire,29/03/2020,5,79,83.5,16,279
Monmouthshire,28/03/2020,7,74,78.2,13,263
Monmouthshire,27/03/2020,3,67,70.8,10,250
Monmouthshire,26/03/2020,5,64,67.7,22,240
Monmouthshire,25/03/2020,7,59,62.4,21,218
Monmouthshire,24/03/2020,3,52,55,13,197
Monmouthshire,23/03/2020,9,49,51.8,24,184
Monmouthshire,22/03/2020,4,40,42.3,17,160
Monmouthshire,21/03/2020,5,36,38.1,23,143
Monmouthshire,20/03/2020,4,31,32.8,15,120
Monmouthshire,19/03/2020,9,27,28.5,19,105
Monmouthshire,18/03/2020,5,18,19,13,86
Monmouthshire,17/03/2020,4,13,13.7,13,73
Monmouthshire,16/03/2020,2,9,9.5,7,60
Monmouthshire,15/03/2020,1,7,7.4,6,53
Monmouthshire,14/03/2020,2,6,6.3,4,47
Monmouthshire,13/03/2020,1,4,4.2,3,43
Monmouthshire,12/03/2020,2,3,3.2,5,40
Monmouthshire,11/03/2020,1,1,1.1,3,35
Monmouthshire,10/03/2020,0,0,0,3,32
Monmouthshire,09/03/2020,0,0,0,0,29
Monmouthshire,08/03/2020,0,0,0,0,29
Monmouthshire,07/03/2020,0,0,0,0,29
Monmouthshire,06/03/2020,0,0,0,1,29
Monmouthshire,05/03/2020,0,0,0,2,28
Monmouthshire,04/03/2020,0,0,0,1,26
Monmouthshire,03/03/2020,0,0,0,4,25
Monmouthshire,02/03/2020,0,0,0,5,21
Monmouthshire,01/03/2020,0,0,0,0,16
Monmouthshire,29/02/2020,0,0,0,6,16
Monmouthshire,28/02/2020,0,0,0,3,10
Monmouthshire,27/02/2020,0,0,0,1,7
Monmouthshire,26/02/2020,0,0,0,0,6
Monmouthshire,25/02/2020,0,0,0,0,6
Monmouthshire,24/02/2020,0,0,0,1,6
Monmouthshire,23/02/2020,0,0,0,0,5
Monmouthshire,22/02/2020,0,0,0,2,5
Monmouthshire,21/02/2020,0,0,0,1,3
Monmouthshire,20/02/2020,0,0,0,0,2
Monmouthshire,19/02/2020,0,0,0,0,2
Monmouthshire,18/02/2020,0,0,0,0,2
Monmouthshire,17/02/2020,0,0,0,0,2
Monmouthshire,16/02/2020,0,0,0,0,2
Monmouthshire,15/02/2020,0,0,0,0,2
Monmouthshire,14/02/2020,0,0,0,0,2
Monmouthshire,13/02/2020,0,0,0,0,2
Monmouthshire,12/02/2020,0,0,0,0,2
Monmouthshire,11/02/2020,0,0,0,0,2
Monmouthshire,10/02/2020,0,0,0,0,2
Monmouthshire,09/02/2020,0,0,0,1,2
Monmouthshire,08/02/2020,0,0,0,1,1
Monmouthshire,07/02/2020,0,0,0,0,0
Monmouthshire,06/02/2020,0,0,0,0,0
Monmouthshire,05/02/2020,0,0,0,0,0
Monmouthshire,04/02/2020,0,0,0,0,0
Monmouthshire,03/02/2020,0,0,0,0,0
Neath Port Talbot,16/10/2020,1,1298,905.7,1,27163
Neath Port Talbot,15/10/2020,5,1297,905,19,27162
Neath Port Talbot,14/10/2020,17,1292,901.5,93,27143
Neath Port Talbot,13/10/2020,24,1275,889.6,224,27050
Neath Port Talbot,12/10/2020,25,1251,872.9,306,26826
Neath Port Talbot,11/10/2020,34,1226,855.5,168,26520
Neath Port Talbot,10/10/2020,22,1192,831.7,209,26352
Neath Port Talbot,09/10/2020,39,1170,816.4,354,26143
Neath Port Talbot,08/10/2020,37,1131,789.2,352,25789
Neath Port Talbot,07/10/2020,30,1094,763.4,356,25437
Neath Port Talbot,06/10/2020,27,1064,742.4,457,25081
Neath Port Talbot,05/10/2020,42,1037,723.6,393,24624
Neath Port Talbot,04/10/2020,21,995,694.3,192,24231
Neath Port Talbot,03/10/2020,29,974,679.6,204,24039
Neath Port Talbot,02/10/2020,32,945,659.4,301,23835
Neath Port Talbot,01/10/2020,22,913,637.1,267,23534
Neath Port Talbot,30/09/2020,20,891,621.7,311,23267
Neath Port Talbot,29/09/2020,13,871,607.8,329,22956
Neath Port Talbot,28/09/2020,13,858,598.7,364,22627
Neath Port Talbot,27/09/2020,13,845,589.6,145,22263
Neath Port Talbot,26/09/2020,15,832,580.5,181,22118
Neath Port Talbot,25/09/2020,12,817,570.1,305,21937
Neath Port Talbot,24/09/2020,7,805,561.7,274,21632
Neath Port Talbot,23/09/2020,9,798,556.8,326,21358
Neath Port Talbot,22/09/2020,14,789,550.5,360,21032
Neath Port Talbot,21/09/2020,10,775,540.8,391,20672
Neath Port Talbot,20/09/2020,5,765,533.8,153,20281
Neath Port Talbot,19/09/2020,4,760,530.3,195,20128
Neath Port Talbot,18/09/2020,5,756,527.5,228,19933
Neath Port Talbot,17/09/2020,3,751,524,255,19705
Neath Port Talbot,16/09/2020,4,748,521.9,311,19450
Neath Port Talbot,15/09/2020,4,744,519.1,289,19139
Neath Port Talbot,14/09/2020,2,740,516.3,358,18850
Neath Port Talbot,13/09/2020,1,738,514.9,250,18492
Neath Port Talbot,12/09/2020,1,737,514.3,207,18242
Neath Port Talbot,11/09/2020,3,736,513.6,342,18035
Neath Port Talbot,10/09/2020,7,733,511.5,415,17693
Neath Port Talbot,09/09/2020,3,726,506.6,450,17278
Neath Port Talbot,08/09/2020,0,723,504.5,335,16828
Neath Port Talbot,07/09/2020,6,723,504.5,365,16493
Neath Port Talbot,06/09/2020,1,717,500.3,174,16128
Neath Port Talbot,05/09/2020,4,716,499.6,174,15954
Neath Port Talbot,04/09/2020,9,712,496.8,246,15780
Neath Port Talbot,03/09/2020,8,703,490.5,294,15534
