Local Authority,Specimen date,Cases (new),Cumulative cases,"Cumulative incidence per 100,000 population",Testing episodes (new),Cumulative testing episodes
Neath Port Talbot,02/09/2020,4,695,484.9,271,15240
Neath Port Talbot,01/09/2020,3,691,482.2,286,14969
Neath Port Talbot,31/08/2020,0,688,480.1,169,14683
Neath Port Talbot,30/08/2020,0,688,480.1,86,14514
Neath Port Talbot,29/08/2020,0,688,480.1,84,14428
Neath Port Talbot,28/08/2020,1,688,480.1,174,14344
Neath Port Talbot,27/08/2020,0,687,479.4,166,14170
Neath Port Talbot,26/08/2020,0,687,479.4,205,14004
Neath Port Talbot,25/08/2020,4,687,479.4,234,13799
Neath Port Talbot,24/08/2020,0,683,476.6,163,13565
Neath Port Talbot,23/08/2020,0,683,476.6,68,13402
Neath Port Talbot,22/08/2020,0,683,476.6,66,13334
Neath Port Talbot,21/08/2020,0,683,476.6,86,13268
Neath Port Talbot,20/08/2020,2,683,476.6,165,13182
Neath Port Talbot,19/08/2020,0,681,475.2,147,13017
Neath Port Talbot,18/08/2020,2,681,475.2,127,12870
Neath Port Talbot,17/08/2020,1,679,473.8,140,12743
Neath Port Talbot,16/08/2020,0,678,473.1,39,12603
Neath Port Talbot,15/08/2020,1,678,473.1,75,12564
Neath Port Talbot,14/08/2020,0,677,472.4,98,12489
Neath Port Talbot,13/08/2020,0,677,472.4,87,12391
Neath Port Talbot,12/08/2020,0,677,472.4,94,12304
Neath Port Talbot,11/08/2020,0,677,472.4,205,12210
Neath Port Talbot,10/08/2020,1,677,472.4,186,12005
Neath Port Talbot,09/08/2020,0,676,471.7,35,11819
Neath Port Talbot,08/08/2020,0,676,471.7,44,11784
Neath Port Talbot,07/08/2020,0,676,471.7,102,11740
Neath Port Talbot,06/08/2020,1,676,471.7,183,11638
Neath Port Talbot,05/08/2020,1,675,471,129,11455
Neath Port Talbot,04/08/2020,1,674,470.3,183,11326
Neath Port Talbot,03/08/2020,0,673,469.6,105,11143
Neath Port Talbot,02/08/2020,0,673,469.6,44,11038
Neath Port Talbot,01/08/2020,0,673,469.6,47,10994
Neath Port Talbot,31/07/2020,0,673,469.6,106,10947
Neath Port Talbot,30/07/2020,4,673,469.6,188,10841
Neath Port Talbot,29/07/2020,0,669,466.8,106,10653
Neath Port Talbot,28/07/2020,0,669,466.8,159,10547
Neath Port Talbot,27/07/2020,1,669,466.8,105,10388
Neath Port Talbot,26/07/2020,0,668,466.1,44,10283
Neath Port Talbot,25/07/2020,0,668,466.1,42,10239
Neath Port Talbot,24/07/2020,0,668,466.1,92,10197
Neath Port Talbot,23/07/2020,1,668,466.1,199,10105
Neath Port Talbot,22/07/2020,0,667,465.4,112,9906
Neath Port Talbot,21/07/2020,5,667,465.4,196,9794
Neath Port Talbot,20/07/2020,1,662,461.9,114,9598
Neath Port Talbot,19/07/2020,1,661,461.2,39,9484
Neath Port Talbot,18/07/2020,1,660,460.5,30,9445
Neath Port Talbot,17/07/2020,0,659,459.8,102,9415
Neath Port Talbot,16/07/2020,1,659,459.8,142,9313
Neath Port Talbot,15/07/2020,1,658,459.1,133,9171
Neath Port Talbot,14/07/2020,1,657,458.4,246,9038
Neath Port Talbot,13/07/2020,1,656,457.7,143,8792
Neath Port Talbot,12/07/2020,2,655,457,86,8649
Neath Port Talbot,11/07/2020,0,653,455.6,122,8563
Neath Port Talbot,10/07/2020,0,653,455.6,96,8441
Neath Port Talbot,09/07/2020,0,653,455.6,182,8345
Neath Port Talbot,08/07/2020,0,653,455.6,105,8163
Neath Port Talbot,07/07/2020,2,653,455.6,57,8058
Neath Port Talbot,06/07/2020,2,651,454.2,111,8001
Neath Port Talbot,05/07/2020,0,649,452.8,26,7890
Neath Port Talbot,04/07/2020,0,649,452.8,24,7864
Neath Port Talbot,03/07/2020,1,649,452.8,174,7840
Neath Port Talbot,02/07/2020,0,648,452.2,150,7666
Neath Port Talbot,01/07/2020,0,648,452.2,75,7516
Neath Port Talbot,30/06/2020,2,648,452.2,110,7441
Neath Port Talbot,29/06/2020,0,646,450.8,141,7331
Neath Port Talbot,28/06/2020,1,646,450.8,20,7190
Neath Port Talbot,27/06/2020,0,645,450.1,32,7170
Neath Port Talbot,26/06/2020,0,645,450.1,108,7138
Neath Port Talbot,25/06/2020,0,645,450.1,55,7030
Neath Port Talbot,24/06/2020,0,645,450.1,110,6975
Neath Port Talbot,23/06/2020,0,645,450.1,92,6865
Neath Port Talbot,22/06/2020,0,645,450.1,68,6773
Neath Port Talbot,21/06/2020,1,645,450.1,36,6705
Neath Port Talbot,20/06/2020,0,644,449.4,52,6669
Neath Port Talbot,19/06/2020,1,644,449.4,75,6617
Neath Port Talbot,18/06/2020,2,643,448.7,144,6542
Neath Port Talbot,17/06/2020,2,641,447.3,152,6398
Neath Port Talbot,16/06/2020,0,639,445.9,77,6246
Neath Port Talbot,15/06/2020,1,639,445.9,126,6169
Neath Port Talbot,14/06/2020,2,638,445.2,83,6043
Neath Port Talbot,13/06/2020,2,636,443.8,142,5960
Neath Port Talbot,12/06/2020,1,634,442.4,135,5818
Neath Port Talbot,11/06/2020,3,633,441.7,122,5683
Neath Port Talbot,10/06/2020,2,630,439.6,156,5561
Neath Port Talbot,09/06/2020,1,628,438.2,109,5405
Neath Port Talbot,08/06/2020,2,627,437.5,142,5296
Neath Port Talbot,07/06/2020,0,625,436.1,84,5154
Neath Port Talbot,06/06/2020,1,625,436.1,66,5070
Neath Port Talbot,05/06/2020,0,624,435.4,150,5004
Neath Port Talbot,04/06/2020,1,624,435.4,157,4854
Neath Port Talbot,03/06/2020,2,623,434.7,131,4697
Neath Port Talbot,02/06/2020,2,621,433.3,139,4566
Neath Port Talbot,01/06/2020,1,619,431.9,144,4427
Neath Port Talbot,31/05/2020,0,618,431.2,64,4283
Neath Port Talbot,30/05/2020,1,618,431.2,57,4219
Neath Port Talbot,29/05/2020,2,617,430.5,164,4162
Neath Port Talbot,28/05/2020,0,615,429.1,123,3998
Neath Port Talbot,27/05/2020,1,615,429.1,118,3875
Neath Port Talbot,26/05/2020,6,614,428.4,164,3757
Neath Port Talbot,25/05/2020,0,608,424.2,83,3593
Neath Port Talbot,24/05/2020,1,608,424.2,70,3510
Neath Port Talbot,23/05/2020,1,607,423.5,147,3440
Neath Port Talbot,22/05/2020,3,606,422.8,183,3293
Neath Port Talbot,21/05/2020,2,603,420.8,160,3110
Neath Port Talbot,20/05/2020,0,601,419.4,116,2950
Neath Port Talbot,19/05/2020,5,601,419.4,87,2834
Neath Port Talbot,18/05/2020,2,596,415.9,51,2747
Neath Port Talbot,17/05/2020,2,594,414.5,31,2696
Neath Port Talbot,16/05/2020,27,592,413.1,96,2665
Neath Port Talbot,15/05/2020,4,565,394.2,100,2569
Neath Port Talbot,14/05/2020,3,561,391.4,53,2469
Neath Port Talbot,13/05/2020,4,558,389.4,137,2416
Neath Port Talbot,12/05/2020,3,554,386.6,71,2279
Neath Port Talbot,11/05/2020,2,551,384.5,47,2208
Neath Port Talbot,10/05/2020,8,549,383.1,55,2161
Neath Port Talbot,09/05/2020,2,541,377.5,81,2106
Neath Port Talbot,08/05/2020,8,539,376.1,89,2025
Neath Port Talbot,07/05/2020,4,531,370.5,68,1936
Neath Port Talbot,06/05/2020,4,527,367.7,46,1868
Neath Port Talbot,05/05/2020,1,523,364.9,60,1822
Neath Port Talbot,04/05/2020,0,522,364.2,44,1762
Neath Port Talbot,03/05/2020,2,522,364.2,32,1718
Neath Port Talbot,02/05/2020,1,520,362.8,48,1686
Neath Port Talbot,01/05/2020,7,519,362.1,47,1638
Neath Port Talbot,30/04/2020,9,512,357.3,58,1591
Neath Port Talbot,29/04/2020,4,503,351,43,1533
Neath Port Talbot,28/04/2020,3,499,348.2,38,1490
Neath Port Talbot,27/04/2020,5,496,346.1,44,1452
Neath Port Talbot,26/04/2020,7,491,342.6,36,1408
Neath Port Talbot,25/04/2020,13,484,337.7,32,1372
Neath Port Talbot,24/04/2020,13,471,328.6,45,1340
Neath Port Talbot,23/04/2020,6,458,319.6,34,1295
Neath Port Talbot,22/04/2020,15,452,315.4,42,1261
Neath Port Talbot,21/04/2020,11,437,304.9,36,1219
Neath Port Talbot,20/04/2020,16,426,297.2,49,1183
Neath Port Talbot,19/04/2020,10,410,286.1,27,1134
Neath Port Talbot,18/04/2020,15,400,279.1,29,1107
Neath Port Talbot,17/04/2020,19,385,268.6,43,1078
Neath Port Talbot,16/04/2020,25,366,255.4,53,1035
Neath Port Talbot,15/04/2020,25,341,237.9,62,982
Neath Port Talbot,14/04/2020,15,316,220.5,36,920
Neath Port Talbot,13/04/2020,16,301,210,38,884
Neath Port Talbot,12/04/2020,17,285,198.9,48,846
Neath Port Talbot,11/04/2020,9,268,187,25,798
Neath Port Talbot,10/04/2020,23,259,180.7,46,773
Neath Port Talbot,09/04/2020,14,236,164.7,37,727
Neath Port Talbot,08/04/2020,19,222,154.9,51,690
Neath Port Talbot,07/04/2020,23,203,141.6,43,639
Neath Port Talbot,06/04/2020,9,180,125.6,25,596
Neath Port Talbot,05/04/2020,20,171,119.3,38,571
Neath Port Talbot,04/04/2020,16,151,105.4,38,533
Neath Port Talbot,03/04/2020,17,135,94.2,38,495
Neath Port Talbot,02/04/2020,13,118,82.3,42,457
Neath Port Talbot,01/04/2020,8,105,73.3,27,415
Neath Port Talbot,31/03/2020,14,97,67.7,31,388
Neath Port Talbot,30/03/2020,22,83,57.9,43,357
Neath Port Talbot,29/03/2020,6,61,42.6,17,314
Neath Port Talbot,28/03/2020,6,55,38.4,11,297
Neath Port Talbot,27/03/2020,14,49,34.2,24,286
Neath Port Talbot,26/03/2020,6,35,24.4,22,262
Neath Port Talbot,25/03/2020,1,29,20.2,18,240
Neath Port Talbot,24/03/2020,1,28,19.5,18,222
Neath Port Talbot,23/03/2020,1,27,18.8,14,204
Neath Port Talbot,22/03/2020,3,26,18.1,14,190
Neath Port Talbot,21/03/2020,3,23,16,16,176
Neath Port Talbot,20/03/2020,2,20,14,19,160
Neath Port Talbot,19/03/2020,1,18,12.6,14,141
Neath Port Talbot,18/03/2020,1,17,11.9,11,127
Neath Port Talbot,17/03/2020,1,16,11.2,15,116
Neath Port Talbot,16/03/2020,0,15,10.5,7,101
Neath Port Talbot,15/03/2020,1,15,10.5,6,94
Neath Port Talbot,14/03/2020,0,14,9.8,7,88
Neath Port Talbot,13/03/2020,1,14,9.8,26,81
Neath Port Talbot,12/03/2020,2,13,9.1,12,55
Neath Port Talbot,11/03/2020,3,11,7.7,8,43
Neath Port Talbot,10/03/2020,7,8,5.6,14,35
Neath Port Talbot,09/03/2020,0,1,0.7,1,21
Neath Port Talbot,08/03/2020,0,1,0.7,0,20
Neath Port Talbot,07/03/2020,1,1,0.7,1,20
Neath Port Talbot,06/03/2020,0,0,0,0,19
Neath Port Talbot,05/03/2020,0,0,0,1,19
Neath Port Talbot,04/03/2020,0,0,0,2,18
Neath Port Talbot,03/03/2020,0,0,0,3,16
Neath Port Talbot,02/03/2020,0,0,0,1,13
Neath Port Talbot,01/03/2020,0,0,0,1,12
Neath Port Talbot,29/02/2020,0,0,0,2,11
Neath Port Talbot,28/02/2020,0,0,0,0,9
Neath Port Talbot,27/02/2020,0,0,0,3,9
Neath Port Talbot,26/02/2020,0,0,0,0,6
Neath Port Talbot,25/02/2020,0,0,0,2,6
Neath Port Talbot,24/02/2020,0,0,0,1,4
Neath Port Talbot,23/02/2020,0,0,0,0,3
Neath Port Talbot,22/02/2020,0,0,0,0,3
Neath Port Talbot,21/02/2020,0,0,0,0,3
Neath Port Talbot,20/02/2020,0,0,0,0,3
Neath Port Talbot,19/02/2020,0,0,0,0,3
Neath Port Talbot,18/02/2020,0,0,0,0,3
Neath Port Talbot,17/02/2020,0,0,0,0,3
Neath Port Talbot,16/02/2020,0,0,0,0,3
Neath Port Talbot,15/02/2020,0,0,0,1,3
Neath Port Talbot,14/02/2020,0,0,0,0,2
Neath Port Talbot,13/02/2020,0,0,0,0,2
Neath Port Talbot,12/02/2020,0,0,0,0,2
Neath Port Talbot,11/02/2020,0,0,0,0,2
Neath Port Talbot,10/02/2020,0,0,0,0,2
Neath Port Talbot,09/02/2020,0,0,0,0,2
Neath Port Talbot,08/02/2020,0,0,0,1,2
Neath Port Talbot,07/02/2020,0,0,0,1,1
Neath Port Talbot,06/02/2020,0,0,0,0,0
Neath Port Talbot,05/02/2020,0,0,0,0,0
Neath Port Talbot,04/02/2020,0,0,0,0,0
Neath Port Talbot,03/02/2020,0,0,0,0,0
Newport,16/10/2020,0,1471,951,2,28452
Newport,15/10/2020,2,1471,951,6,28450
Newport,14/10/2020,4,1469,949.7,58,28444
Newport,13/10/2020,11,1465,947.1,198,28386
Newport,12/10/2020,16,1454,940,302,28188
Newport,11/10/2020,11,1438,929.7,142,27886
Newport,10/10/2020,19,1427,922.6,153,27744
Newport,09/10/2020,10,1408,910.3,253,27591
Newport,08/10/2020,18,1398,903.8,491,27338
Newport,07/10/2020,26,1380,892.2,351,26847
Newport,06/10/2020,23,1354,875.4,317,26496
Newport,05/10/2020,10,1331,860.5,299,26179
Newport,04/10/2020,15,1321,854,234,25880
Newport,03/10/2020,4,1306,844.3,179,25646
Newport,02/10/2020,11,1302,841.8,294,25467
Newport,01/10/2020,8,1291,834.6,322,25173
Newport,30/09/2020,23,1283,829.5,293,24851
Newport,29/09/2020,13,1260,814.6,264,24558
Newport,28/09/2020,15,1247,806.2,392,24294
Newport,27/09/2020,6,1232,796.5,164,23902
Newport,26/09/2020,16,1226,792.6,188,23738
Newport,25/09/2020,23,1210,782.3,348,23550
Newport,24/09/2020,16,1187,767.4,422,23202
Newport,23/09/2020,11,1171,757.1,348,22780
Newport,22/09/2020,11,1160,750,379,22432
Newport,21/09/2020,10,1149,742.8,374,22053
Newport,20/09/2020,11,1139,736.4,258,21679
Newport,19/09/2020,6,1128,729.3,241,21421
Newport,18/09/2020,16,1122,725.4,446,21180
Newport,17/09/2020,27,1106,715,493,20734
Newport,16/09/2020,12,1079,697.6,407,20241
Newport,15/09/2020,9,1067,689.8,497,19834
Newport,14/09/2020,18,1058,684,418,19337
Newport,13/09/2020,11,1040,672.4,297,18919
Newport,12/09/2020,11,1029,665.3,338,18622
Newport,11/09/2020,10,1018,658.1,446,18284
Newport,10/09/2020,22,1008,651.7,614,17838
Newport,09/09/2020,22,986,637.5,534,17224
Newport,08/09/2020,13,964,623.2,407,16690
Newport,07/09/2020,15,951,614.8,291,16283
Newport,06/09/2020,6,936,605.1,152,15992
Newport,05/09/2020,10,930,601.3,148,15840
Newport,04/09/2020,4,920,594.8,219,15692
Newport,03/09/2020,1,916,592.2,264,15473
Newport,02/09/2020,2,915,591.6,219,15209
Newport,01/09/2020,1,913,590.3,221,14990
Newport,31/08/2020,1,912,589.6,118,14769
Newport,30/08/2020,0,911,589,98,14651
Newport,29/08/2020,0,911,589,127,14553
Newport,28/08/2020,2,911,589,195,14426
Newport,27/08/2020,3,909,587.7,239,14231
Newport,26/08/2020,1,906,585.7,260,13992
Newport,25/08/2020,7,905,585.1,189,13732
Newport,24/08/2020,0,898,580.6,147,13543
Newport,23/08/2020,0,898,580.6,86,13396
Newport,22/08/2020,0,898,580.6,66,13310
Newport,21/08/2020,0,898,580.6,148,13244
Newport,20/08/2020,0,898,580.6,149,13096
Newport,19/08/2020,3,898,580.6,141,12947
Newport,18/08/2020,2,895,578.6,128,12806
Newport,17/08/2020,0,893,577.3,146,12678
Newport,16/08/2020,2,893,577.3,74,12532
Newport,15/08/2020,0,891,576,76,12458
Newport,14/08/2020,1,891,576,206,12382
Newport,13/08/2020,0,890,575.4,227,12176
Newport,12/08/2020,2,890,575.4,149,11949
Newport,11/08/2020,1,888,574.1,137,11800
Newport,10/08/2020,2,887,573.5,151,11663
Newport,09/08/2020,0,885,572.2,65,11512
Newport,08/08/2020,0,885,572.2,72,11447
Newport,07/08/2020,0,885,572.2,148,11375
Newport,06/08/2020,0,885,572.2,166,11227
Newport,05/08/2020,1,885,572.2,108,11061
Newport,04/08/2020,0,884,571.5,172,10953
Newport,03/08/2020,0,884,571.5,130,10781
Newport,02/08/2020,1,884,571.5,60,10651
Newport,01/08/2020,0,883,570.9,54,10591
Newport,31/07/2020,0,883,570.9,106,10537
Newport,30/07/2020,0,883,570.9,180,10431
Newport,29/07/2020,0,883,570.9,91,10251
Newport,28/07/2020,0,883,570.9,144,10160
Newport,27/07/2020,1,883,570.9,156,10016
Newport,26/07/2020,0,882,570.2,111,9860
Newport,25/07/2020,0,882,570.2,61,9749
Newport,24/07/2020,4,882,570.2,123,9688
Newport,23/07/2020,0,878,567.6,168,9565
Newport,22/07/2020,0,878,567.6,82,9397
Newport,21/07/2020,0,878,567.6,85,9315
Newport,20/07/2020,0,878,567.6,84,9230
Newport,19/07/2020,0,878,567.6,34,9146
Newport,18/07/2020,0,878,567.6,45,9112
Newport,17/07/2020,1,878,567.6,150,9067
Newport,16/07/2020,1,877,567,267,8917
Newport,15/07/2020,1,876,566.3,95,8650
Newport,14/07/2020,0,875,565.7,102,8555
Newport,13/07/2020,0,875,565.7,86,8453
Newport,12/07/2020,0,875,565.7,39,8367
Newport,11/07/2020,0,875,565.7,63,8328
Newport,10/07/2020,1,875,565.7,106,8265
Newport,09/07/2020,0,874,565.1,212,8159
Newport,08/07/2020,0,874,565.1,133,7947
Newport,07/07/2020,1,874,565.1,83,7814
Newport,06/07/2020,1,873,564.4,134,7731
Newport,05/07/2020,0,872,563.8,41,7597
Newport,04/07/2020,0,872,563.8,88,7556
Newport,03/07/2020,0,872,563.8,140,7468
Newport,02/07/2020,0,872,563.8,146,7328
Newport,01/07/2020,0,872,563.8,113,7182
Newport,30/06/2020,0,872,563.8,121,7069
Newport,29/06/2020,1,872,563.8,69,6948
Newport,28/06/2020,0,871,563.1,34,6879
Newport,27/06/2020,2,871,563.1,44,6845
Newport,26/06/2020,0,869,561.8,141,6801
Newport,25/06/2020,1,869,561.8,271,6660
Newport,24/06/2020,0,868,561.2,46,6389
Newport,23/06/2020,0,868,561.2,76,6343
Newport,22/06/2020,0,868,561.2,69,6267
Newport,21/06/2020,0,868,561.2,52,6198
Newport,20/06/2020,0,868,561.2,34,6146
Newport,19/06/2020,0,868,561.2,106,6112
Newport,18/06/2020,0,868,561.2,113,6006
Newport,17/06/2020,0,868,561.2,74,5893
Newport,16/06/2020,0,868,561.2,62,5819
Newport,15/06/2020,3,868,561.2,132,5757
Newport,14/06/2020,0,865,559.2,54,5625
Newport,13/06/2020,2,865,559.2,59,5571
Newport,12/06/2020,1,863,557.9,108,5512
Newport,11/06/2020,1,862,557.3,67,5404
Newport,10/06/2020,1,861,556.6,173,5337
Newport,09/06/2020,3,860,556,77,5164
Newport,08/06/2020,1,857,554.1,92,5087
Newport,07/06/2020,0,856,553.4,57,4995
Newport,06/06/2020,1,856,553.4,76,4938
Newport,05/06/2020,0,855,552.8,102,4862
Newport,04/06/2020,1,855,552.8,114,4760
Newport,03/06/2020,3,854,552.1,126,4646
Newport,02/06/2020,0,851,550.2,162,4520
Newport,01/06/2020,0,851,550.2,111,4358
Newport,31/05/2020,2,851,550.2,40,4247
Newport,30/05/2020,0,849,548.9,42,4207
Newport,29/05/2020,2,849,548.9,75,4165
Newport,28/05/2020,3,847,547.6,114,4090
Newport,27/05/2020,3,844,545.7,59,3976
Newport,26/05/2020,4,841,543.7,154,3917
Newport,25/05/2020,1,837,541.1,42,3763
Newport,24/05/2020,0,836,540.5,49,3721
Newport,23/05/2020,3,836,540.5,185,3672
Newport,22/05/2020,4,833,538.5,116,3487
Newport,21/05/2020,3,829,536,164,3371
Newport,20/05/2020,2,826,534,84,3207
Newport,19/05/2020,3,824,532.7,90,3123
Newport,18/05/2020,8,821,530.8,68,3033
Newport,17/05/2020,0,813,525.6,26,2965
Newport,16/05/2020,2,813,525.6,32,2939
Newport,15/05/2020,2,811,524.3,49,2907
Newport,14/05/2020,2,809,523,55,2858
Newport,13/05/2020,3,807,521.7,63,2803
Newport,12/05/2020,3,804,519.8,54,2740
Newport,11/05/2020,3,801,517.9,43,2686
Newport,10/05/2020,2,798,515.9,32,2643
Newport,09/05/2020,5,796,514.6,55,2611
Newport,08/05/2020,11,791,511.4,112,2556
Newport,07/05/2020,11,780,504.3,64,2444
Newport,06/05/2020,19,769,497.2,146,2380
Newport,05/05/2020,7,750,484.9,68,2234
Newport,04/05/2020,7,743,480.4,42,2166
Newport,03/05/2020,6,736,475.8,48,2124
Newport,02/05/2020,12,730,472,74,2076
Newport,01/05/2020,9,718,464.2,67,2002
Newport,30/04/2020,11,709,458.4,64,1935
Newport,29/04/2020,9,698,451.3,54,1871
Newport,28/04/2020,3,689,445.4,47,1817
Newport,27/04/2020,6,686,443.5,47,1770
Newport,26/04/2020,6,680,439.6,23,1723
Newport,25/04/2020,4,674,435.7,27,1700
Newport,24/04/2020,7,670,433.2,49,1673
Newport,23/04/2020,6,663,428.6,30,1624
Newport,22/04/2020,10,657,424.8,47,1594
Newport,21/04/2020,17,647,418.3,46,1547
Newport,20/04/2020,10,630,407.3,38,1501
Newport,19/04/2020,4,620,400.8,22,1463
Newport,18/04/2020,9,616,398.3,41,1441
Newport,17/04/2020,10,607,392.4,37,1400
Newport,16/04/2020,11,597,386,55,1363
Newport,15/04/2020,9,586,378.9,37,1308
Newport,14/04/2020,13,577,373,34,1271
Newport,13/04/2020,9,564,364.6,24,1237
Newport,12/04/2020,7,555,358.8,18,1213
Newport,11/04/2020,10,548,354.3,25,1195
Newport,10/04/2020,18,538,347.8,45,1170
Newport,09/04/2020,17,520,336.2,39,1125
Newport,08/04/2020,25,503,325.2,47,1086
Newport,07/04/2020,23,478,309,38,1039
Newport,06/04/2020,15,455,294.2,35,1001
Newport,05/04/2020,4,440,284.5,12,966
Newport,04/04/2020,16,436,281.9,43,954
Newport,03/04/2020,22,420,271.5,49,911
Newport,02/04/2020,28,398,257.3,49,862
Newport,01/04/2020,34,370,239.2,69,813
Newport,31/03/2020,27,336,217.2,51,744
Newport,30/03/2020,32,309,199.8,51,693
Newport,29/03/2020,22,277,179.1,47,642
Newport,28/03/2020,25,255,164.9,44,595
Newport,27/03/2020,15,230,148.7,43,551
Newport,26/03/2020,24,215,139,48,508
Newport,25/03/2020,37,191,123.5,67,460
Newport,24/03/2020,22,154,99.6,50,393
Newport,23/03/2020,26,132,85.3,41,343
Newport,22/03/2020,15,106,68.5,31,302
Newport,21/03/2020,16,91,58.8,40,271
Newport,20/03/2020,18,75,48.5,43,231
Newport,19/03/2020,8,57,36.9,29,188
Newport,18/03/2020,6,49,31.7,17,159
Newport,17/03/2020,11,43,27.8,38,142
Newport,16/03/2020,11,32,20.7,24,104
Newport,15/03/2020,13,21,13.6,20,80
Newport,14/03/2020,3,8,5.2,7,60
Newport,13/03/2020,3,5,3.2,14,53
Newport,12/03/2020,0,2,1.3,5,39
Newport,11/03/2020,1,2,1.3,7,34
Newport,10/03/2020,0,1,0.6,2,27
Newport,09/03/2020,0,1,0.6,0,25
Newport,08/03/2020,1,1,0.6,1,25
Newport,07/03/2020,0,0,0,0,24
Newport,06/03/2020,0,0,0,0,24
Newport,05/03/2020,0,0,0,0,24
Newport,04/03/2020,0,0,0,4,24
Newport,03/03/2020,0,0,0,5,20
Newport,02/03/2020,0,0,0,4,15
Newport,01/03/2020,0,0,0,0,11
Newport,29/02/2020,0,0,0,0,11
Newport,28/02/2020,0,0,0,3,11
Newport,27/02/2020,0,0,0,3,8
Newport,26/02/2020,0,0,0,0,5
Newport,25/02/2020,0,0,0,0,5
Newport,24/02/2020,0,0,0,0,5
Newport,23/02/2020,0,0,0,0,5
Newport,22/02/2020,0,0,0,0,5
Newport,21/02/2020,0,0,0,0,5
Newport,20/02/2020,0,0,0,0,5
Newport,19/02/2020,0,0,0,0,5
Newport,18/02/2020,0,0,0,0,5
Newport,17/02/2020,0,0,0,0,5
Newport,16/02/2020,0,0,0,0,5
Newport,15/02/2020,0,0,0,1,5
Newport,14/02/2020,0,0,0,2,4
Newport,13/02/2020,0,0,0,0,2
Newport,12/02/2020,0,0,0,0,2
Newport,11/02/2020,0,0,0,0,2
Newport,10/02/2020,0,0,0,0,2
Newport,09/02/2020,0,0,0,0,2
Newport,08/02/2020,0,0,0,1,2
Newport,07/02/2020,0,0,0,1,1
Newport,06/02/2020,0,0,0,0,0
Newport,05/02/2020,0,0,0,0,0
Newport,04/02/2020,0,0,0,0,0
Newport,03/02/2020,0,0,0,0,0
Outside Wales,16/10/2020,0,1749,,0,14212
Outside Wales,15/10/2020,5,1749,,30,14212
Outside Wales,14/10/2020,16,1744,,111,14182
Outside Wales,13/10/2020,74,1728,,437,14071
Outside Wales,12/10/2020,81,1654,,533,13634
Outside Wales,11/10/2020,67,1573,,341,13101
Outside Wales,10/10/2020,63,1506,,289,12760
Outside Wales,09/10/2020,99,1443,,569,12471
Outside Wales,08/10/2020,98,1344,,687,11902
Outside Wales,07/10/2020,152,1246,,831,11215
Outside Wales,06/10/2020,75,1094,,603,10384
Outside Wales,05/10/2020,111,1019,,834,9781
Outside Wales,04/10/2020,98,908,,674,8947
Outside Wales,03/10/2020,96,810,,555,8273
Outside Wales,02/10/2020,96,714,,834,7718
Outside Wales,01/10/2020,117,618,,843,6884
Outside Wales,30/09/2020,138,501,,999,6041
Outside Wales,29/09/2020,54,363,,459,5042
Outside Wales,28/09/2020,33,309,,237,4583
Outside Wales,27/09/2020,17,276,,100,4346
Outside Wales,26/09/2020,22,259,,123,4246
Outside Wales,25/09/2020,19,237,,147,4123
Outside Wales,24/09/2020,10,218,,167,3976
Outside Wales,23/09/2020,13,208,,155,3809
Outside Wales,22/09/2020,8,195,,125,3654
Outside Wales,21/09/2020,8,187,,115,3529
Outside Wales,20/09/2020,10,179,,88,3414
Outside Wales,19/09/2020,4,169,,64,3326
Outside Wales,18/09/2020,4,165,,111,3262
Outside Wales,17/09/2020,8,161,,193,3151
Outside Wales,16/09/2020,4,153,,175,2958
Outside Wales,15/09/2020,0,149,,157,2783
Outside Wales,14/09/2020,2,149,,84,2626
Outside Wales,13/09/2020,0,147,,22,2542
Outside Wales,12/09/2020,1,147,,17,2520
Outside Wales,11/09/2020,0,146,,59,2503
Outside Wales,10/09/2020,0,146,,46,2444
Outside Wales,09/09/2020,0,146,,23,2398
Outside Wales,08/09/2020,1,146,,28,2375
Outside Wales,07/09/2020,1,145,,30,2347
Outside Wales,06/09/2020,0,144,,24,2317
Outside Wales,05/09/2020,0,144,,23,2293
Outside Wales,04/09/2020,2,144,,26,2270
Outside Wales,03/09/2020,0,142,,17,2244
Outside Wales,02/09/2020,0,142,,35,2227
Outside Wales,01/09/2020,1,142,,30,2192
Outside Wales,31/08/2020,0,141,,16,2162
Outside Wales,30/08/2020,0,141,,14,2146
Outside Wales,29/08/2020,2,141,,24,2132
Outside Wales,28/08/2020,0,139,,47,2108
Outside Wales,27/08/2020,0,139,,26,2061
Outside Wales,26/08/2020,0,139,,27,2035
Outside Wales,25/08/2020,0,139,,20,2008
Outside Wales,24/08/2020,0,139,,16,1988
Outside Wales,23/08/2020,0,139,,12,1972
Outside Wales,22/08/2020,1,139,,9,1960
Outside Wales,21/08/2020,0,138,,20,1951
Outside Wales,20/08/2020,0,138,,24,1931
Outside Wales,19/08/2020,0,138,,23,1907
Outside Wales,18/08/2020,0,138,,19,1884
Outside Wales,17/08/2020,0,138,,17,1865
Outside Wales,16/08/2020,0,138,,16,1848
Outside Wales,15/08/2020,0,138,,17,1832
